Customer_Name,CustomerID,AccountNumber,TerritoryID,StoreID,PersonID
Victor  Alvarez,18022,AW00018022,8,NULL,19230
Walter N Alvarez,24010,AW00024010,7,NULL,14688
Wendy V Alvarez,12129,AW00012129,8,NULL,13930
Emilio R. Alvaro,29514,AW00029514,5,354,353
Maxwell J. Amland,29515,AW00029515,6,356,355
Alejandro R Anand,28899,AW00028899,10,NULL,12568
Alícia J Anand,29113,AW00029113,9,NULL,19809
Alison J Anand,24009,AW00024009,9,NULL,16675
Alvin G Anand,21088,AW00021088,7,NULL,5367
Andrés  Anand,11096,AW00011096,9,NULL,5114
April  Anand,11180,AW00011180,4,NULL,20564
Arturo  Anand,22626,AW00022626,7,NULL,10739
Ashlee  Anand,20344,AW00020344,4,NULL,7791
Bradley  Anand,19626,AW00019626,9,NULL,20316
Brendan L Anand,19847,AW00019847,6,NULL,9368
Bridget  Anand,28086,AW00028086,4,NULL,8604
Calvin E Anand,28717,AW00028717,9,NULL,9197
Carl  Anand,15165,AW00015165,4,NULL,16981
Carly  Anand,25918,AW00025918,9,NULL,4526
Casey F Anand,25522,AW00025522,8,NULL,16324
Cassie M Anand,29342,AW00029342,9,NULL,8924
Cedric P Anand,28400,AW00028400,8,NULL,4246
Chad  Anand,24484,AW00024484,9,NULL,20360
Clarence M Anand,11237,AW00011237,8,NULL,7511
Clayton  Anand,20890,AW00020890,10,NULL,12672
Colin G Anand,27645,AW00027645,4,NULL,13514
Colleen N Anand,12647,AW00012647,10,NULL,12352
Corey E Anand,16565,AW00016565,8,NULL,20482
Cristina A Anand,18660,AW00018660,4,NULL,8762
Dale A Anand,29111,AW00029111,4,NULL,5353
Damien L Anand,24717,AW00024717,8,NULL,15623
Darrell M Anand,20891,AW00020891,7,NULL,8372
Deborah A Anand,20178,AW00020178,7,NULL,8872
Derek  Anand,25600,AW00025600,7,NULL,20273
Donna M Anand,28665,AW00028665,1,NULL,4679
Drew  Anand,22874,AW00022874,1,NULL,9250
Dustin  Anand,14535,AW00014535,10,NULL,2576
Jodi  Anand,26129,AW00026129,9,NULL,4724
Johnny  Anand,14058,AW00014058,9,NULL,17077
Julie B Anand,12868,AW00012868,7,NULL,19973
Kara  Anand,11989,AW00011989,9,NULL,16579
Karla  Anand,17185,AW00017185,10,NULL,3541
Kate K Anand,13263,AW00013263,7,NULL,4627
Katrina L Anand,18726,AW00018726,9,NULL,16365
Keith C Anand,23861,AW00023861,1,NULL,20524
Kelli A Anand,20451,AW00020451,9,NULL,12145
Kenneth L Anand,22513,AW00022513,7,NULL,20230
Kurt L Anand,16475,AW00016475,8,NULL,4181
Lacey J Anand,27150,AW00027150,9,NULL,11322
Latoya D Anand,28347,AW00028347,1,NULL,16409
Leonard  Anand,14316,AW00014316,9,NULL,5237
Lindsay A Anand,19368,AW00019368,8,NULL,19858
Lindsey K Anand,22592,AW00022592,10,NULL,20682
Louis S Anand,18397,AW00018397,5,NULL,13116
Mitchell B Anand,14437,AW00014437,1,NULL,17159
Nichole  Anand,12508,AW00012508,10,NULL,16628
Nicolas P Anand,20567,AW00020567,10,NULL,5294
Niñia L Anand,19949,AW00019949,9,NULL,4474
Omar  Anand,19375,AW00019375,8,NULL,12779
Peter  Anand,14929,AW00014929,10,NULL,20439
Priscilla R Anand,17005,AW00017005,4,NULL,8818
Rafael  Anand,29306,AW00029306,9,NULL,12897
Ricardo  Anand,21383,AW00021383,9,NULL,17033
Roger L Anand,15054,AW00015054,8,NULL,13331
Russell E Anand,14810,AW00014810,7,NULL,16880
Sharon  Anand,26208,AW00026208,10,NULL,8549
Shaun  Anand,25524,AW00025524,8,NULL,17119
Shawn J Anand,14696,AW00014696,8,NULL,20403
Shawna P Anand,21863,AW00021863,8,NULL,3607
Sheena L Anand,14907,AW00014907,4,NULL,8710
Tamara  Anand,29088,AW00029088,9,NULL,11935
Terrence J Anand,16204,AW00016204,7,NULL,4295
Tommy  Anand,17875,AW00017875,8,NULL,4234
Tony L Anand,25407,AW00025407,1,NULL,17210
Tonya A Anand,27141,AW00027141,10,NULL,8491
Warren M Anand,19349,AW00019349,8,NULL,5096
Wayne H Anand,22686,AW00022686,10,NULL,9147
Willie  Anand,26857,AW00026857,8,NULL,13418
Yolanda  Anand,21831,AW00021831,7,NULL,3663
Alejandro B Andersen,28691,AW00028691,8,NULL,12548
Alicia S Andersen,19029,AW00019029,8,NULL,19795
Alisha  Andersen,25460,AW00025460,8,NULL,12018
Alison  Andersen,27947,AW00027947,8,NULL,16657
Alvin C Andersen,13744,AW00013744,1,NULL,5128
Andres  Andersen,19492,AW00019492,7,NULL,5083
April C Andersen,20973,AW00020973,10,NULL,20548
Arturo  Andersen,15758,AW00015758,9,NULL,10530
Ashlee J Andersen,11059,AW00011059,9,NULL,8960
Barbara G Andersen,17984,AW00017984,8,NULL,11610
Bethany  Andersen,25324,AW00025324,10,NULL,17287
Bonnie D Andersen,23934,AW00023934,7,NULL,3704
Brad S Andersen,26992,AW00026992,10,NULL,9402
Bradley A Andersen,22698,AW00022698,7,NULL,20301
Brendan  Andersen,15121,AW00015121,9,NULL,9350
Bridget K Andersen,17792,AW00017792,10,NULL,8585
Calvin  Andersen,22920,AW00022920,9,NULL,9179
Carl J Andersen,11057,AW00011057,9,NULL,16962
Carly A Andersen,12625,AW00012625,7,NULL,4508
Casey  Andersen,25406,AW00025406,4,NULL,16304
Cassie  Andersen,14428,AW00014428,8,NULL,8901
Chad J Andersen,19249,AW00019249,8,NULL,20343
Christine A Andersen,27945,AW00027945,10,NULL,19881
Christy A Andersen,27780,AW00027780,7,NULL,11408
Clarence  Andersen,12546,AW00012546,8,NULL,7276
Clayton  Andersen,15631,AW00015631,10,NULL,12651
Colin  Andersen,25053,AW00025053,9,NULL,13501
Colleen L Andersen,13801,AW00013801,7,NULL,12333
Corey T Andersen,23169,AW00023169,1,NULL,20466
Dale B Andersen,14992,AW00014992,10,NULL,5329
Damien K Andersen,29402,AW00029402,7,NULL,13652
Darrell  Andersen,19280,AW00019280,7,NULL,8351
Dawn  Andersen,16473,AW00016473,8,NULL,12227
Deborah  Andersen,19610,AW00019610,9,NULL,8856
Drew K Andersen,22412,AW00022412,9,NULL,9232
Dustin L Andersen,26684,AW00026684,4,NULL,2566
Gilbert T Andersen,27353,AW00027353,9,NULL,9461
Grant A Andersen,26213,AW00026213,7,NULL,9293
Gregory  Andersen,28510,AW00028510,7,NULL,2593
Jaclyn  Andersen,11468,AW00011468,10,NULL,12983
Jaime  Andersen,25268,AW00025268,9,NULL,9457
Jenny  Andersen,20259,AW00020259,9,NULL,11504
Jerry  Andersen,20975,AW00020975,10,NULL,16907
Jodi  Andersen,26766,AW00026766,9,NULL,4709
Johnny L Andersen,24564,AW00024564,8,NULL,17061
Jon  Andersen,22494,AW00022494,8,NULL,12438
Julie J Andersen,24095,AW00024095,7,NULL,19961
Kara B Andersen,14704,AW00014704,7,NULL,16565
Karl M Andersen,23105,AW00023105,9,NULL,5153
Karla R Andersen,20595,AW00020595,7,NULL,3512
Kate  Andersen,14237,AW00014237,9,NULL,4604
Kathryn  Andersen,21865,AW00021865,10,NULL,19920
Katrina  Andersen,19032,AW00019032,10,NULL,16346
Keith  Andersen,11612,AW00011612,10,NULL,20506
Kelli  Andersen,22602,AW00022602,10,NULL,12126
Kelvin C Andersen,21366,AW00021366,9,NULL,2871
Kenneth  Andersen,21128,AW00021128,8,NULL,2618
Kristin K Andersen,11570,AW00011570,8,NULL,20585
Kurt  Andersen,15053,AW00015053,7,NULL,4159
Lacey  Andersen,19600,AW00019600,9,NULL,11298
Latoya J Andersen,29057,AW00029057,4,NULL,16391
Leonard  Andersen,17772,AW00017772,10,NULL,5214
Lindsay  Andersen,27142,AW00027142,7,NULL,19836
Lindsey S Andersen,13261,AW00013261,8,NULL,20666
Louis  Andersen,17160,AW00017160,1,NULL,13101
Mario J Andersen,20977,AW00020977,7,NULL,16815
Marshall V Andersen,15786,AW00015786,9,NULL,11553
Maurice  Andersen,15206,AW00015206,9,NULL,9070
Melvin D Andersen,14770,AW00014770,10,NULL,4382
Michele C Andersen,26226,AW00026226,8,NULL,8413
Mitchell H Andersen,25026,AW00025026,9,NULL,17145
Nichole  Andersen,12653,AW00012653,10,NULL,16611
Nicolas A Andersen,27594,AW00027594,9,NULL,5275
Nina  Andersen,18338,AW00018338,9,NULL,4446
Omar L Andersen,19233,AW00019233,4,NULL,12755
Priscilla  Andersen,19298,AW00019298,8,NULL,8792
Rafael E Andersen,12691,AW00012691,9,NULL,12876
Ricardo  Andersen,19336,AW00019336,7,NULL,17014
Roger  Andersen,24469,AW00024469,9,NULL,13307
Russell  Andersen,14695,AW00014695,8,NULL,16864
Sharon  Andersen,26930,AW00026930,8,NULL,8527
Shaun N Andersen,19272,AW00019272,7,NULL,17103
Shawn R Andersen,13654,AW00013654,1,NULL,20386
Shawna C Andersen,19556,AW00019556,9,NULL,3586
Sheena  Andersen,21047,AW00021047,8,NULL,8689
Tamara B Andersen,29392,AW00029392,10,NULL,11907
Tara L Andersen,24465,AW00024465,9,NULL,20003
Tasha  Andersen,20302,AW00020302,4,NULL,8635
Terrence E Andersen,22016,AW00022016,1,NULL,4270
Tonya N Andersen,13527,AW00013527,9,NULL,8468
Tracy  Andersen,20815,AW00020815,9,NULL,16428
Warren  Andersen,11919,AW00011919,9,NULL,2844
Wayne W Andersen,28550,AW00028550,7,NULL,9127
Willie M Andersen,27970,AW00027970,9,NULL,13400
Yolanda  Andersen,21954,AW00021954,9,NULL,3640
Abigail L Anderson,15249,AW00015249,4,NULL,12046
Alexander G Anderson,22723,AW00022723,4,NULL,18280
Alexandra L Anderson,23857,AW00023857,1,NULL,10716
Andrew  Anderson,26059,AW00026059,4,NULL,18885
Anna R Anderson,23270,AW00023270,4,NULL,12187
Anthony A Anderson,25951,AW00025951,4,NULL,18619
Ashley  Anderson,20680,AW00020680,6,NULL,12423
Austin E Anderson,26053,AW00026053,1,NULL,18234
Benjamin  Anderson,20809,AW00020809,10,NULL,18052
Blake  Anderson,11076,AW00011076,9,NULL,4157
Brandon S Anderson,16222,AW00016222,4,NULL,18230
Brianna R Anderson,19818,AW00019818,4,NULL,11720
Cameron L Anderson,16595,AW00016595,10,NULL,17657
Charles T Anderson,29281,AW00029281,6,NULL,4853
Chloe R Anderson,13986,AW00013986,4,NULL,11584
Christian  Anderson,16503,AW00016503,4,NULL,18129
Christopher  Anderson,15772,AW00015772,4,NULL,18113
Dalton A Anderson,19188,AW00019188,8,NULL,4467
Daniel  Anderson,20694,AW00020694,6,NULL,18530
David A Anderson,22097,AW00022097,6,NULL,17932
Destiny  Anderson,12895,AW00012895,6,NULL,11494
Devin A Anderson,22822,AW00022822,10,NULL,4923
Dylan  Anderson,18062,AW00018062,4,NULL,18491
Eduardo  Anderson,23941,AW00023941,8,NULL,5016
Edward L Anderson,26328,AW00026328,4,NULL,4241
Emily M Anderson,25220,AW00025220,9,NULL,12239
Emma A Anderson,18580,AW00018580,6,NULL,11862
Ethan  Anderson,13061,AW00013061,4,NULL,17922
Grace D Anderson,22328,AW00022328,1,NULL,11309
Hannah C Anderson,11883,AW00011883,1,NULL,12286
Hunter  Anderson,15281,AW00015281,4,NULL,17907
Ian M Anderson,28860,AW00028860,4,NULL,4704
Isabella  Anderson,13743,AW00013743,6,NULL,11225
Jacob V Anderson,19452,AW00019452,7,NULL,18693
James  Anderson,14398,AW00014398,1,NULL,17611
Jasmine A Anderson,23553,AW00023553,6,NULL,11399
Jennifer M Anderson,23393,AW00023393,4,NULL,11093
Jeremy J Anderson,11285,AW00011285,4,NULL,3992
Jessica  Anderson,20367,AW00020367,4,NULL,12096
John C Anderson,28946,AW00028946,9,NULL,18334
Jonathan R Anderson,12885,AW00012885,4,NULL,17674
Jose  Anderson,21653,AW00021653,4,NULL,17342
Joseph A Anderson,12777,AW00012777,1,NULL,18926
Joshua A Anderson,20507,AW00020507,1,NULL,18779
Julia  Anderson,21309,AW00021309,4,NULL,11049
Justin  Anderson,28660,AW00028660,1,NULL,17865
Kaitlyn H Anderson,24101,AW00024101,10,NULL,11132
Katherine  Anderson,24205,AW00024205,8,NULL,10818
Kayla  Anderson,14454,AW00014454,4,NULL,11962
Lauren L Anderson,25377,AW00025377,4,NULL,11635
Liz  Anderson,20701,AW00020701,4,NULL,11917
Logan C Anderson,15821,AW00015821,4,NULL,17755
Lucas  Anderson,29266,AW00029266,6,NULL,4786
Madison G Anderson,28359,AW00028359,6,NULL,12327
Mae N. Anderson,29516,AW00029516,9,358,357
Marcus  Anderson,12963,AW00012963,1,NULL,4616
Matthew  Anderson,15257,AW00015257,1,NULL,18834
Megan A Anderson,23859,AW00023859,6,NULL,11681
Michael K Anderson,14111,AW00014111,1,NULL,18732
Miguel  Anderson,19393,AW00019393,4,NULL,4079
Morgan J Anderson,28775,AW00028775,4,NULL,11182
Natalie F Anderson,13364,AW00013364,4,NULL,11268
Nathan  Anderson,14876,AW00014876,4,NULL,17822
Nicholas  Anderson,29206,AW00029206,4,NULL,18996
Nicole K Anderson,12837,AW00012837,8,NULL,11445
Noah A Anderson,23301,AW00023301,4,NULL,17177
Olivia  Anderson,23666,AW00023666,1,NULL,11763
Rachel  Anderson,28057,AW00028057,1,NULL,11349
Richard G Anderson,24924,AW00024924,9,NULL,5093
Robert  Anderson,18353,AW00018353,1,NULL,17183
Ryan W Anderson,13271,AW00013271,6,NULL,17996
Samantha  Anderson,24964,AW00024964,1,NULL,12376
Samuel D Anderson,14199,AW00014199,10,NULL,17833
Sarah T Anderson,19476,AW00019476,8,NULL,12473
Seth D Anderson,13296,AW00013296,4,NULL,4310
Sydney  Anderson,16145,AW00016145,1,NULL,10764
Taylor A Anderson,15851,AW00015851,1,NULL,12144
Thomas  Anderson,11633,AW00011633,1,NULL,17416
Tyler E Anderson,13148,AW00013148,6,NULL,18604
Victoria  Anderson,15799,AW00015799,9,NULL,11809
William L Anderson,23707,AW00023707,1,NULL,18412
Wyatt M Anderson,14284,AW00014284,1,NULL,3767
Xavier  Anderson,17086,AW00017086,8,NULL,4389
Zachary  Anderson,11324,AW00011324,4,NULL,18495
Ramona J. Antrim,29517,AW00029517,3,360,359
Sabria B. Appelbaum,29518,AW00029518,5,362,361
Hannah R. Arakawa,29519,AW00029519,5,364,363
Kyley J. Arbelaez,29520,AW00029520,5,366,365
Thomas B. Armstrong,29522,AW00029522,4,370,369
Abby  Arthur,14800,AW00014800,8,NULL,17847
Adriana J Arthur,20871,AW00020871,8,NULL,3150
Allen M Arthur,26183,AW00026183,4,NULL,15849
Carla  Arthur,16710,AW00016710,9,NULL,7537
Carmen M Arthur,12567,AW00012567,10,NULL,8329
Carolyn A Arthur,25583,AW00025583,8,NULL,9941
Cassandra M Arthur,22410,AW00022410,9,NULL,19617
Janelle J Arthur,25439,AW00025439,4,NULL,18318
Jarrod R Arthur,27314,AW00027314,8,NULL,2912
Jay R Arthur,12694,AW00012694,9,NULL,10271
Jermaine H Arthur,20751,AW00020751,4,NULL,8013
Jillian J Arthur,14093,AW00014093,4,NULL,15305
Joel  Arthur,27701,AW00027701,9,NULL,20075
John  Arthur,29523,AW00029523,4,372,371
Johnathan  Arthur,18730,AW00018730,9,NULL,15890
Kaitlin  Arthur,16438,AW00016438,7,NULL,3215
Kristi W Arthur,16675,AW00016675,9,NULL,10689
Raymond S Arthur,20228,AW00020228,9,NULL,19461
Rebekah  Arthur,22939,AW00022939,9,NULL,9841
Regina A Arthur,19089,AW00019089,9,NULL,7651
Ronald D Arthur,14776,AW00014776,10,NULL,20119
Tabitha E Arthur,16482,AW00016482,9,NULL,10375
Tammy L Arthur,21363,AW00021363,9,NULL,7420
Tina L Arthur,15706,AW00015706,7,NULL,16191
Andre E Arun,12287,AW00012287,10,NULL,16055
Ann  Arun,16238,AW00016238,4,NULL,7247
Barry  Arun,27700,AW00027700,9,NULL,3748
Brandy J Arun,27767,AW00027767,8,NULL,18845
Brenda  Arun,13630,AW00013630,9,NULL,15359
Brett V Arun,25671,AW00025671,8,NULL,19502
Bruce T Arun,21037,AW00021037,8,NULL,10806
Bryant C Arun,20453,AW00020453,9,NULL,3916
Candace J Arun,21393,AW00021393,9,NULL,15409
Cesar J Arun,24859,AW00024859,10,NULL,3814
Chelsea M Arun,25511,AW00025511,10,NULL,18938
Clifford  Arun,19518,AW00019518,8,NULL,4082
Cory O Arun,16527,AW00016527,9,NULL,19328
Cynthia  Arun,26702,AW00026702,1,NULL,19732
Darren  Arun,29219,AW00029219,4,NULL,10172
Denise  Arun,28218,AW00028218,9,NULL,16238
Dominique S Arun,26391,AW00026391,7,NULL,7479
Donald B Arun,16933,AW00016933,10,NULL,20033
Douglas M Arun,27923,AW00027923,8,NULL,19420
Ebony  Arun,21066,AW00021066,10,NULL,9634
Edgar  Arun,20298,AW00020298,4,NULL,8128
Emmanuel R Arun,28463,AW00028463,10,NULL,7965
Erick C Arun,17802,AW00017802,8,NULL,2967
Evelyn  Arun,27842,AW00027842,10,NULL,3101
George J Arun,14763,AW00014763,1,NULL,20195
Gerald  Arun,25940,AW00025940,9,NULL,11841
Harold  Arun,23667,AW00023667,1,NULL,2864
Heidi Z Arun,20149,AW00020149,10,NULL,15254
Henry L Arun,27177,AW00027177,10,NULL,15960
Holly  Arun,27154,AW00027154,8,NULL,19578
Kristina V Arun,20716,AW00020716,8,NULL,19696
Levi A Arun,11074,AW00011074,9,NULL,7914
Lydia A Arun,25634,AW00025634,7,NULL,3437
Manuel  Arun,26697,AW00026697,4,NULL,15925
Marco C Arun,19030,AW00019030,8,NULL,3861
Marie E Arun,22844,AW00022844,9,NULL,10051
Mayra  Arun,25745,AW00025745,8,NULL,3386
Meagan W Arun,23930,AW00023930,10,NULL,7197
Meredith H Arun,26963,AW00026963,8,NULL,10589
Michele A Arun,19065,AW00019065,8,NULL,10151
Monica  Arun,18587,AW00018587,1,NULL,19543
Nancy C Arun,21169,AW00021169,9,NULL,15461
Pedro  Arun,29153,AW00029153,4,NULL,11646
Phillip A Arun,27133,AW00027133,7,NULL,20159
Preston  Arun,23784,AW00023784,1,NULL,3972
Rachael J Arun,23976,AW00023976,10,NULL,15499
Ross C Arun,23658,AW00023658,9,NULL,11754
Roy W Arun,23620,AW00023620,10,NULL,11103
Ruben  Arun,20959,AW00020959,7,NULL,11202
Ruth S Arun,17294,AW00017294,9,NULL,3267
Sergio  Arun,25643,AW00025643,7,NULL,7815
Shane  Arun,27784,AW00027784,7,NULL,19374
Stanley M Arun,29009,AW00029009,4,NULL,4030
Summer G Arun,16766,AW00016766,4,NULL,3033
Toni  Arun,18045,AW00018045,8,NULL,3330
Troy P Arun,15221,AW00015221,9,NULL,15800
Veronica J Arun,18634,AW00018634,7,NULL,18976
Virginia  Arun,25655,AW00025655,10,NULL,7596
Alexis S Ashe,19414,AW00019414,6,NULL,12008
Alyssa C Ashe,21693,AW00021693,4,NULL,11535
Barbara  Ashe,18734,AW00018734,9,NULL,11630
Bethany  Ashe,19350,AW00019350,10,NULL,16276
Brad  Ashe,25228,AW00025228,9,NULL,9427
Brandi  Ashe,23749,AW00023749,7,NULL,18473
Briana  Ashe,22940,AW00022940,9,NULL,13445
Bruce  Ashe,12264,AW00012264,10,NULL,10852
Deanna  Ashe,20284,AW00020284,9,NULL,9742
Ebony E Ashe,16612,AW00016612,9,NULL,9686
Francisco W Ashe,12335,AW00012335,10,NULL,16695
Geoffrey E Ashe,19434,AW00019434,7,NULL,8285
Jamie P Ashe,25300,AW00025300,8,NULL,14651
Jill J Ashe,17756,AW00017756,7,NULL,15085
Jimmy S Ashe,28959,AW00028959,9,NULL,15635
Joanna F Ashe,20997,AW00020997,9,NULL,13970
Joe  Ashe,18440,AW00018440,4,NULL,11042
Kathryn  Ashe,16168,AW00016168,9,NULL,19935
Katie Z Ashe,26770,AW00026770,9,NULL,20641
Mario T Ashe,13384,AW00013384,1,NULL,16836
Marshall  Ashe,28932,AW00028932,9,NULL,11760
Maurice  Ashe,20430,AW00020430,9,NULL,9091
Melvin  Ashe,26817,AW00026817,10,NULL,4411
Michele A Ashe,24553,AW00024553,8,NULL,8438
Misty R Ashe,23129,AW00023129,9,NULL,16491
Orlando I Ashe,11897,AW00011897,9,NULL,18715
Paula C Ashe,19374,AW00019374,7,NULL,14952
Reginald  Ashe,28706,AW00028706,8,NULL,7756
Tara J Ashe,19093,AW00019093,9,NULL,20022
Tasha W Ashe,24881,AW00024881,10,NULL,8653
Chris  Ashton,29524,AW00029524,3,374,373
Teresa  Atkinson,29525,AW00029525,4,376,375
John P. Ault,29526,AW00029526,8,378,377
Robert A. Avalos,29527,AW00029527,6,380,379
Stephen M. Ayers,29528,AW00029528,3,382,381
Phillip M. Bacalzo,29529,AW00029529,9,384,383
Abigail E Bailey,27531,AW00027531,1,NULL,3927
Adrian  Bailey,21812,AW00021812,1,NULL,15169
Alex L Bailey,28676,AW00028676,4,NULL,15135
Alexa  Bailey,27475,AW00027475,1,NULL,8849
Alexandra J Bailey,13378,AW00013378,4,NULL,2772
Alexandria V Bailey,13209,AW00013209,6,NULL,8871
Allison  Bailey,21377,AW00021377,9,NULL,8844
Alyssa C Bailey,26595,AW00026595,1,NULL,20127
Amanda M Bailey,20414,AW00020414,4,NULL,3000
Angel T Bailey,20207,AW00020207,4,NULL,15132
Angela  Bailey,24737,AW00024737,1,NULL,8873
Anna  Bailey,23053,AW00023053,1,NULL,3628
Ariana J Bailey,13691,AW00013691,10,NULL,8853
Arianna G Bailey,16904,AW00016904,4,NULL,8875
Bailey A Bailey,12094,AW00012094,4,NULL,8831
Brian R Bailey,16988,AW00016988,4,NULL,15148
Brianna  Bailey,28619,AW00028619,4,NULL,19201
Bryan E Bailey,13799,AW00013799,7,NULL,15162
Bryce L Bailey,13469,AW00013469,1,NULL,15150
Caitlin  Bailey,15972,AW00015972,4,NULL,8854
Carlos  Bailey,16780,AW00016780,1,NULL,15131
Charles C Bailey,28330,AW00028330,1,NULL,15172
Chase E Bailey,24801,AW00024801,1,NULL,15153
Chloe L Bailey,14564,AW00014564,4,NULL,20250
Christina A Bailey,16853,AW00016853,4,NULL,8851
Cody G Bailey,19124,AW00019124,4,NULL,15170
Cole Q Bailey,27510,AW00027510,4,NULL,15157
Dalton P Bailey,19722,AW00019722,4,NULL,15188
Danielle Y Bailey,27284,AW00027284,1,NULL,8846
Destiny C Bailey,22941,AW00022941,9,NULL,20017
Eduardo L Bailey,25366,AW00025366,4,NULL,15174
Emma H Bailey,25044,AW00025044,4,NULL,19499
Erin S Bailey,25370,AW00025370,1,NULL,8868
Evan C Bailey,27649,AW00027649,1,NULL,15139
Faith D Bailey,25846,AW00025846,1,NULL,8879
Gabriella A Bailey,15505,AW00015505,1,NULL,8833
Garrett  Bailey,19055,AW00019055,10,NULL,15164
Grace C Bailey,25414,AW00025414,4,NULL,19599
Hailey R Bailey,26270,AW00026270,6,NULL,3158
Haley S Bailey,27562,AW00027562,6,NULL,3385
Ian R Bailey,22275,AW00022275,4,NULL,15179
Isaac  Bailey,14491,AW00014491,4,NULL,15141
Isabella  Bailey,22123,AW00022123,4,NULL,20771
Isaiah H Bailey,17751,AW00017751,7,NULL,15134
Jacqueline  Bailey,28610,AW00028610,1,NULL,8877
Jada W Bailey,27052,AW00027052,1,NULL,8836
Jade E Bailey,11319,AW00011319,4,NULL,8869
James B. Bailey,29532,AW00029532,1,390,389
Jared  Bailey,20647,AW00020647,4,NULL,15158
Jasmine E Bailey,28658,AW00028658,4,NULL,19803
Jennifer S Bailey,18448,AW00018448,4,NULL,20454
Jeremy  Bailey,20122,AW00020122,4,NULL,15190
Jesse A Bailey,18061,AW00018061,4,NULL,15143
Jessica L Bailey,12945,AW00012945,6,NULL,3474
Juan M Bailey,21243,AW00021243,4,NULL,15155
Julia I Bailey,16641,AW00016641,4,NULL,20349
Kaitlyn M Bailey,12153,AW00012153,4,NULL,20566
Katelyn C Bailey,28618,AW00028618,1,NULL,8837
Katherine L Bailey,28905,AW00028905,7,NULL,2927
Kaylee  Bailey,29224,AW00029224,4,NULL,8842
Kimberly  Bailey,25897,AW00025897,4,NULL,8862
Lauren  Bailey,15864,AW00015864,6,NULL,3703
Lucas J Bailey,24929,AW00024929,1,NULL,15180
Mackenzie J Bailey,18233,AW00018233,1,NULL,8832
Makayla  Bailey,25362,AW00025362,4,NULL,8863
Marcus L Bailey,18329,AW00018329,6,NULL,15178
Maria C Bailey,19150,AW00019150,6,NULL,3232
Mariah L Bailey,27243,AW00027243,6,NULL,8870
Megan C Bailey,15292,AW00015292,1,NULL,19091
Melissa C Bailey,19572,AW00019572,9,NULL,8880
Michelle  Bailey,21483,AW00021483,1,NULL,8859
Morgan E Bailey,21354,AW00021354,6,NULL,20672
Natalie J Bailey,16334,AW00016334,1,NULL,2696
Nathaniel S Bailey,29336,AW00029336,6,NULL,15152
Nicole K Bailey,28842,AW00028842,4,NULL,19901
Olivia  Bailey,23892,AW00023892,6,NULL,19309
Paige A Bailey,18985,AW00018985,1,NULL,8878
Patrick J Bailey,15880,AW00015880,1,NULL,15147
Rachel R Bailey,18921,AW00018921,1,NULL,19706
Richard N Bailey,22050,AW00022050,6,NULL,15176
Riley  Bailey,19163,AW00019163,4,NULL,8884
Sara F Bailey,22872,AW00022872,1,NULL,8834
Savannah J Bailey,23428,AW00023428,9,NULL,8840
Sean L Bailey,27710,AW00027710,9,NULL,15144
Seth R Bailey,21452,AW00021452,1,NULL,15184
Shelby  Bailey,12515,AW00012515,7,NULL,8866
Stephanie M Bailey,12883,AW00012883,4,NULL,3076
Steven  Bailey,15907,AW00015907,1,NULL,15166
Sydney  Bailey,18948,AW00018948,4,NULL,2848
Taylor A Bailey,16434,AW00016434,8,NULL,3550
Timothy L Bailey,18456,AW00018456,4,NULL,15146
Trinity  Bailey,20677,AW00020677,4,NULL,8867
Victoria C Bailey,29169,AW00029169,1,NULL,19393
Xavier  Bailey,12305,AW00012305,10,NULL,15186
Zoe L Bailey,15554,AW00015554,4,NULL,8848
Aaron E Baker,17862,AW00017862,1,NULL,16214
Adam  Baker,12849,AW00012849,7,NULL,16221
Alex  Baker,27072,AW00027072,1,NULL,16232
Alexandra  Baker,26586,AW00026586,1,NULL,10327
Allison  Baker,26495,AW00026495,6,NULL,10374
